,chromosome,strand,start,end,length,overlapping_gene,rna_called_tss,updated_tss,promoter_start,promoter_end,gene_body_start,gene_body_end
194,11,+,552660,554777,2118,YKR058W,,573678,573678,573978,573178,573678
195,11,+,554940,555062,123,YKR059W,,586684,586684,586984,586184,586684
197,11,+,556083,559320,3238,YKR059W,,594389,594389,594689,593889,594389
198,11,+,559470,561317,1848,YKR062W,,635511,635511,635811,635011,635511
414,11,-,559923,562228,2306,YKR063C,,194752,194752,195052,194252,194752
199,11,+,561456,565238,3783,YKR064W,,606000,606000,606300,605500,606000
415,11,-,565086,565846,761,YKR065C,,546185,546185,546485,545685,546185
416,11,-,565973,567161,1189,YKR066C,,198681,198681,198981,198181,198681
201,11,+,567829,570838,3010,YKR067W,,647380,647380,647680,646880,647380
417,11,-,570152,570888,737,YKR068C,,308222,308222,308522,307722,308222
202,11,+,571308,574850,3543,YKR069W,,615381,615381,615681,614881,615381
418,11,-,574569,575970,1402,YKR071C,,309594,309594,309894,309094,309594
419,11,-,576176,578234,2059,YKR073C,,318929,318929,319229,318429,318929
420,11,-,578474,578585,112,YKR073C,,320727,320727,321027,320227,320727
204,11,+,579018,579846,829,YKR074W,,662356,662356,662656,661856,662356
421,11,-,579655,580936,1282,YKR075C,,326174,326174,326474,325674,326174
205,11,+,580467,580833,367,YKR075W-A,,622970,622970,623270,622470,622970
207,11,+,582032,584791,2760,YKR076W,,631469,631469,631769,630969,631469
208,11,+,584951,587554,2604,YKR078W,,634094,634094,634394,633594,634094
425,11,-,586552,589497,2946,YKR079C,,338791,338791,339091,338291,338791
209,11,+,590283,591626,1344,YKR080W,,639242,639242,639542,638742,639242
426,11,-,591343,592517,1175,YKR081C,,592517,592517,592817,592017,592517
210,11,+,592798,596382,3585,YKR082W,,641759,641759,642059,641259,641759
427,11,-,596222,599626,3405,YKR085C,,576074,576074,576374,575574,576074
212,11,+,599854,603550,3697,YKR086W,,645699,645699,645999,645199,645699
428,11,-,603048,608369,5322,YKR089C,,347361,347361,347661,346861,347361
214,11,+,608831,612438,3608,YKR090W,,654154,654154,654454,653654,654154
431,11,-,612408,613942,1535,YKR092C,,352313,352313,352613,351813,352313
215,11,+,614907,617768,2862,YKR093W,,656786,656486,656786,656786,657286
433,11,-,617685,618703,1019,YKR094C,,359364,359364,359664,358864,359364
216,11,+,618933,625603,6671,YKR095W,,664936,664936,665236,664436,664936
217,11,+,625822,626309,488,YKR095W-A,,666675,666675,666975,666175,666675
218,11,+,626547,630465,3919,YKR096W,,667376,667376,667676,666876,667376
219,11,+,631951,632995,1045,YKR097W,,667644,667644,667944,667144,667644
437,11,-,632847,635247,2401,YKR098C,,267841,267841,268141,267341,267841
220,11,+,635646,638385,2740,YKR099W,,673688,673688,673988,673188,673688
438,11,-,638401,640267,1867,YKR100C,,377366,377366,377666,376866,377366
221,11,+,640560,642709,2150,YKR101W,,684360,684360,684660,683860,684360
222,11,+,643002,647451,4450,YKR102W,,677135,676835,677135,677135,677635
223,11,+,648097,649953,1857,YKR102W,,678576,678576,678876,678076,678576
224,11,+,650390,658057,7668,YKR103W,,679612,679612,679912,679112,679612
228,11,+,662983,663127,145,YKR106W,,736759,736759,737059,736259,736759
229,11,+,663264,663696,433,YKR106W,,690029,690029,690329,689529,690029
330,12,-,14469,17616,3148,YLL062C,,66917,66917,67217,66417,66917
1,12,+,17960,20182,2223,YLL061W,,22095,21795,22095,22095,22595
332,12,-,19739,23101,3363,YLL059C,,73866,73866,74166,73366,73866
3,12,+,22818,25423,2606,YLL058W,,14155,13855,14155,14155,14655
333,12,-,25540,26807,1268,YLL057C,,74779,74779,75079,74279,74779
334,12,-,27229,29505,2277,YLL056C,,1044274,1044274,1044574,1043774,1044274
6,12,+,28882,31745,2864,YLL055W,,38154,37854,38154,38154,38654
335,12,-,32273,35097,2825,YLL054C,,76288,76288,76588,75788,76288
336,12,-,35381,39503,4123,YLL051C,,79348,79348,79648,78848,79348
337,12,-,39641,40353,713,YLL050C,,82226,82226,82526,81726,82226
8,12,+,40674,41252,579,YLL049W,,31896,31596,31896,31896,32396
338,12,-,40698,46907,6210,YLL046C,,85314,85314,85614,84814,85314
339,12,-,47599,48638,1040,YLL045C,,88164,88164,88464,87664,88164
12,12,+,49381,52095,2715,YLL043W,,48296,47996,48296,48296,48796
341,12,-,52030,52557,528,YLL042C,,98764,98764,99064,98264,98764
342,12,-,52720,53930,1211,YLL041C,,1075030,1075030,1075330,1074530,1075030
343,12,-,54117,63688,9572,YLL040C,,1076036,1076036,1076336,1075536,1076036
344,12,-,63909,66481,2573,YLL038C,,102874,102874,103174,102374,102874
345,12,-,66642,68245,1604,YLL036C,,105474,105474,105774,104974,105474
14,12,+,66774,67215,442,YLL037W,,62657,62357,62657,62657,63157
15,12,+,68468,70665,2198,YLL035W,,43678,43378,43678,43678,44178
346,12,-,70457,73126,2670,YLL034C,,1922,1922,2222,1422,1922
16,12,+,73430,74628,1199,YLL033W,,67550,67250,67550,67550,68050
347,12,-,73590,76766,3177,YLL032C,,348552,348552,348852,348052,348552
348,12,-,76998,80211,3214,YLL031C,,351914,351914,352214,351414,351914
17,12,+,81350,83802,2453,YLL029W,,69274,68974,69274,69274,69774
18,12,+,84652,86940,2289,YLL028W,,75136,74836,75136,75136,75636
19,12,+,87225,88272,1048,YLL027W,,53073,52773,53073,53073,53573
20,12,+,88476,91424,2949,YLL026W,,55476,55176,55476,55476,55976
22,12,+,92603,95246,2644,YLL025W,,85485,85185,85485,85485,85985
354,12,-,95222,95846,625,YLL024C,,128219,128219,128519,127719,128219
355,12,-,96130,96256,127,YLL024C,,129195,129195,129495,128695,129195
356,12,-,96456,96727,272,YLL024C,,132579,132579,132879,132079,132579
357,12,-,97019,97538,520,YLL024C,,22535,22535,22835,22035,22535
358,12,-,97824,100477,2654,YLL022C,,144067,144067,144367,143567,144067
25,12,+,100581,105454,4874,YLL021W,,72520,72220,72520,72520,73020
359,12,-,105501,111581,6081,YLL018C,,111581,111581,111881,111081,111581
31,12,+,114348,121792,7445,YLL015W,,115256,114956,115256,115256,115756
361,12,-,121624,125024,3401,YLL013C,,153141,153141,153441,152641,153141
32,12,+,125542,127295,1754,YLL012W,,115898,115598,115898,115898,116398
33,12,+,127519,129072,1554,YLL011W,,117064,116764,117064,117064,117564
364,12,-,128963,130769,1807,YLL010C,,164028,164028,164328,163528,164028
365,12,-,131018,131403,386,YLL009C,,169363,169363,169663,168863,169363
37,12,+,131707,134130,2424,YLL008W,,131707,131407,131707,131707,132207
367,12,-,134077,136320,2244,YLL007C,,170457,170457,170757,169957,170457
38,12,+,136572,139700,3129,YLL006W-A,,130009,129709,130009,130009,130509
39,12,+,141077,142987,1911,YLL004W,,132547,132247,132547,132547,133047
40,12,+,143193,146116,2924,YLL003W,,135753,135453,135753,135753,136253
41,12,+,146266,147644,1379,YLL002W,,136365,136065,136365,136365,136865
42,12,+,147860,150367,2508,YLL001W,,138642,138342,138642,138642,139142
370,12,-,151230,153924,2695,YLR001C,,172727,172727,173027,172227,172727
371,12,-,154145,156355,2211,YLR002C,,52791,52791,53091,52291,52791
372,12,-,156599,157706,1108,YLR003C,,184645,184645,184945,184145,184645
373,12,-,157845,158477,633,YLR004C,,187777,187777,188077,187277,187777
374,12,-,158756,158910,155,YLR004C,,188553,188553,188853,188053,188553
375,12,-,159558,159679,122,YLR004C,,68932,68932,69232,68432,68932
46,12,+,160024,161616,1593,YLR005W,,153455,153155,153455,153455,153955
376,12,-,161645,163986,2342,YLR006C,,199179,199179,199479,198679,199179
47,12,+,163649,165538,1890,YLR007W,,157838,157538,157838,157838,158338
377,12,-,165256,166139,884,YLR008C,,202517,202517,202817,202017,202517
48,12,+,166389,167248,860,YLR009W,,159842,159542,159842,159842,160342
378,12,-,166863,167908,1046,YLR010C,,167908,167908,168208,167408,167908
50,12,+,168532,169975,1444,YLR011W,,163937,163637,163937,163937,164437
379,12,-,171965,174955,2991,YLR014C,,174955,174955,175255,174455,174955
51,12,+,175123,177253,2131,YLR015W,,166095,165795,166095,166095,166595
380,12,-,176448,177388,941,YLR016C,,302670,302670,302970,302170,302670
52,12,+,177614,178673,1060,YLR017W,,147334,147034,147334,147334,147834
381,12,-,178547,179608,1062,YLR018C,,79719,79719,80019,79219,79719
53,12,+,180021,181710,1690,YLR019W,,173089,172789,173089,173089,173589
382,12,-,181581,183446,1866,YLR020C,,214078,214078,214378,213578,214078
54,12,+,183615,184344,730,YLR021W,,174561,174261,174561,174561,175061
383,12,-,184052,193323,9272,YLR024C,,82990,82990,83290,82490,82990
59,12,+,194384,195273,890,YLR025W,,181655,181355,181655,181655,182155
384,12,-,195053,196518,1466,YLR026C,,471104,471104,471404,470604,471104
385,12,-,196697,198305,1609,YLR027C,,218339,218339,218639,217839,218339
386,12,-,198776,201454,2679,YLR028C,,86719,86719,87019,86219,86719
387,12,-,201766,202623,858,YLR029C,,222818,222818,223118,222318,222818
64,12,+,203364,204750,1387,YLR030W,,203252,202952,203252,203252,203752
65,12,+,204955,208549,3595,YLR032W,,205206,204906,205206,205206,205706
66,12,+,208715,210457,1743,YLR033W,,247429,247129,247429,247429,247929
389,12,-,210041,214405,4365,YLR035C,,227400,227400,227700,226900,227400
391,12,-,221084,222125,1042,YLR036C,,230817,230817,231117,230317,230817
392,12,-,222507,228450,5944,YLR039C,,237084,237084,237384,236584,237084
393,12,-,228748,229621,874,YLR040C,,237901,237901,238201,237401,237901
75,12,+,229020,229828,809,YLR041W,,237336,237036,237336,237336,237836
394,12,-,229832,231056,1225,YLR042C,,238305,238305,238605,237805,238305
395,12,-,231182,234169,2988,YLR044C,,244076,244076,244376,243576,244076
396,12,-,234685,237709,3025,YLR045C,,246198,246198,246498,245698,246198
397,12,-,237857,241588,3732,YLR047C,,251711,251711,252011,251211,251711
84,12,+,242142,243700,1559,YLR048W,,254705,254405,254705,254705,255205
400,12,-,243718,245247,1530,YLR049C,,261147,261147,261447,260647,261147
401,12,-,245417,246934,1518,YLR051C,,264321,264321,264621,263821,264321
86,12,+,247173,248657,1485,YLR052W,,254201,253901,254201,254201,254701
402,12,-,247976,248211,236,YLR053C,,267888,267888,268188,267388,267888
403,12,-,248454,249144,691,YLR054C,,142558,142558,142858,142058,142558
404,12,-,249278,249497,220,YLR054C,,272881,272881,273181,272381,272881
405,12,-,251201,253057,1857,YLR055C,,279933,279933,280233,279433,279933
90,12,+,253731,255122,1392,YLR056W,,271257,270957,271257,271257,271757
91,12,+,255289,257939,2651,YLR057W,,273260,272960,273260,273260,273760
406,12,-,257816,260670,2855,YLR059C,,158886,158886,159186,158386,158886
92,12,+,259851,262936,3086,YLR060W,,280402,280102,280402,280402,280902
93,12,+,263205,264045,841,YLR061W,,282026,282026,282326,281526,282026
407,12,-,263754,263897,144,YLR062C,,282883,282883,283183,282383,282883
94,12,+,264234,266385,2152,YLR063W,,288727,288727,289027,288227,288727
410,12,-,266039,266909,871,YLR065C,,292413,292413,292713,291913,292413
96,12,+,267071,267869,799,YLR066W,,297022,297022,297322,296522,297022
411,12,-,267696,270732,3037,YLR067C,,297147,297147,297447,296647,297147
97,12,+,270984,271544,561,YLR068W,,301589,301589,301889,301089,301589
413,12,-,271444,273868,2425,YLR069C,,193545,193545,193845,193045,193545
414,12,-,274026,278601,4576,YLR071C,,194752,194752,195052,194252,194752
99,12,+,278865,281017,2153,YLR072W,,305322,305322,305622,304822,305322
415,12,-,280737,282467,1731,YLR074C,,546185,546185,546485,545685,546185
101,12,+,281973,285769,3797,YLR075W,,307888,307888,308188,307388,307888
416,12,-,282891,283505,615,YLR076C,,198681,198681,198981,198181,198681
417,12,-,283694,283850,157,YLR076C,,308222,308222,308522,307722,308222
418,12,-,285513,286848,1336,YLR078C,,309594,309594,309894,309094,309594
102,12,+,286793,287801,1009,YLR079W,,309902,309602,309902,309902,310402
103,12,+,287978,289233,1256,YLR080W,,322078,321778,322078,322078,322578
104,12,+,291916,292071,156,YLR081W,,291916,291616,291916,291916,292416
421,12,-,292020,293541,1522,YLR082C,,326174,326174,326474,325674,326174
422,12,-,293762,296136,2375,YLR083C,,328831,328831,329131,328331,328831
423,12,-,296465,301939,5475,YLR085C,,335673,335673,335973,335173,335673
106,12,+,302208,307334,5127,YLR086W,,329473,329173,329473,329473,329973
424,12,-,306624,315856,9233,YLR087C,,337091,337091,337391,336591,337091
108,12,+,315990,318219,2230,YLR088W,,339887,339887,340187,339387,339887
425,12,-,318023,320303,2281,YLR089C,,338791,338791,339091,338291,338791
109,12,+,320333,326376,6044,YLR090W,,324528,324528,324828,324028,324528
427,12,-,326242,329235,2994,YLR094C,,576074,576074,576374,575574,576074
428,12,-,329594,332081,2488,YLR095C,,347361,347361,347661,346861,347361
112,12,+,332409,336119,3711,YLR096W,,383098,383098,383398,382598,383098
429,12,-,336051,341433,5383,YLR099C,,249563,249563,249863,249063,249563
115,12,+,340828,343032,2205,YLR099W-A,,360191,360191,360491,359691,360191
431,12,-,342698,343726,1029,YLR102C,,352313,352313,352613,351813,352313
432,12,-,343854,345948,2095,YLR103C,,355368,355368,355668,354868,355368
117,12,+,346285,347064,780,YLR104W,,366909,366909,367209,366409,366909
433,12,-,346910,348531,1622,YLR105C,,359364,359364,359664,358864,359364
434,12,-,348770,363795,15026,YLR106C,,364760,364760,365060,364260,364760
119,12,+,364124,365732,1609,YLR107W,,345103,345103,345403,344603,345103
437,12,-,366487,368226,1740,YLR108C,,267841,267841,268141,267341,267841
121,12,+,368523,369415,893,YLR109W,,373605,373605,373905,373105,373605
439,12,-,369002,370289,1288,YLR110C,,378437,378437,378737,377937,378437
123,12,+,370807,373954,3148,YLR111W,,386907,386607,386907,386907,387407
443,12,-,374451,377246,2796,YLR114C,,398107,398107,398407,397607,398107
125,12,+,377994,382743,4750,YLR115W,,404958,404958,405258,404458,404958
445,12,-,382249,385705,3457,YLR118C,,304191,304191,304491,303691,304191
126,12,+,385561,386305,745,YLR119W,,361297,361297,361597,360797,361297
446,12,-,386075,391577,5503,YLR123C,,408757,408757,409057,408257,408757
127,12,+,387892,390410,2519,YLR120W-A,,410281,410281,410581,409781,410281
129,12,+,391833,395229,3397,YLR124W,,415747,415747,416047,415247,415747
447,12,-,394430,398413,3984,YLR127C,,410065,410065,410365,409565,410065
133,12,+,398628,402699,4072,YLR128W,,427909,427909,428209,427409,427909
448,12,-,402433,404180,1748,YLR130C,,312451,312451,312751,311951,312451
449,12,-,404375,408113,3739,YLR132C,,315437,315437,315737,314937,315437
134,12,+,408084,412501,4418,YLR133W,,429821,429821,430121,429321,429821
135,12,+,413235,416179,2945,YLR135W,,432497,432497,432797,431997,432497
451,12,-,414391,416675,2285,YLR136C,,423847,423847,424147,423347,423847
136,12,+,416989,418135,1147,YLR137W,,416989,416989,417289,416489,416989
137,12,+,418260,421433,3174,YLR138W,,400367,400067,400367,400367,400867
453,12,-,421556,421903,348,YLR139C,,651689,651689,651989,651189,651689
454,12,-,422038,424011,1974,YLR139C,,429575,429575,429875,429075,429575
138,12,+,423651,426738,3088,YLR140W,,444536,444536,444836,444036,444536
139,12,+,427242,429699,2458,YLR143W,,407028,407028,407328,406528,407028
456,12,-,429333,431950,2618,YLR144C,,497383,497383,497683,496883,497383
140,12,+,431991,432801,811,YLR145W,,410235,410235,410535,409735,410235
457,12,-,432724,433694,971,YLR146C,,668083,668083,668383,667583,668083
141,12,+,433849,434247,399,YLR146W-A,,412757,412757,413057,412257,412757
458,12,-,434013,434430,418,YLR147C,,670170,670170,670470,669670,670170
142,12,+,434565,438060,3496,YLR148W,,455751,455751,456051,455251,455751
459,12,-,437418,439845,2428,YLR149C,,337262,337262,337562,336762,337262
143,12,+,440370,441563,1194,YLR150W,,458768,458768,459068,458268,458768
460,12,-,440407,441174,768,YLR149C-A,,340253,340253,340553,339753,340253
461,12,-,441308,442660,1353,YLR151C,,342588,342588,342888,342088,342588
462,12,-,442827,448402,5576,YLR154C,,454926,454926,455226,454426,454926
466,12,-,491498,494035,2538,YLR163C,,695285,695285,695585,694785,695285
149,12,+,493563,494455,893,YLR164W,,479229,479229,479529,478729,479229
467,12,-,494334,498551,4218,YLR166C,,462106,462106,462406,461606,462106
152,12,+,498873,499590,718,YLR167W,,486385,486385,486685,485885,486385
469,12,-,499421,502139,2719,YLR172C,,466916,466916,467216,466416,466916
153,12,+,501263,505895,4633,YLR173W,,510488,510488,510788,509988,510488
154,12,+,506063,507774,1712,YLR175W,,493226,493226,493526,492726,493226
473,12,-,507661,510086,2426,YLR176C,,478955,478955,479255,478455,478955
155,12,+,510400,512979,2580,YLR177W,,495479,495479,495779,494979,495479
474,12,-,513084,514725,1642,YLR179C,,719030,719030,719330,718530,719030
157,12,+,515185,516860,1676,YLR180W,,449271,449271,449571,448771,449271
475,12,-,516525,517663,1139,YLR181C,,482941,482941,483241,482441,482941
158,12,+,517932,520529,2598,YLR182W,,503214,503214,503514,502714,503214
476,12,-,520341,522057,1717,YLR183C,,724268,724268,724568,723768,724268
159,12,+,522522,528065,5544,YLR184W,,506638,506638,506938,506138,506638
160,12,+,528235,530681,2447,YLR188W,,478164,478164,478464,477664,478164
477,12,-,530636,534394,3759,YLR189C,,534394,534394,534694,533894,534394
161,12,+,534814,537066,2253,YLR190W,,459927,459927,460227,459427,459927
162,12,+,537239,538660,1422,YLR191W,,517333,517333,517633,516833,517333
478,12,-,538372,539596,1225,YLR192C,,491615,491615,491915,491115,491615
479,12,-,539805,540520,716,YLR193C,,493198,493198,493498,492698,493198
480,12,-,540677,543246,2570,YLR195C,,375764,375764,376064,375264,375764
168,12,+,543898,545897,2000,YLR196W,,529599,529599,529899,529099,529599
169,12,+,546035,547795,1761,YLR197W,,534939,534939,535239,534439,534939
481,12,-,547346,548681,1336,YLR199C,,377741,377741,378041,377241,377741
170,12,+,548936,549669,734,YLR200W,,559704,559704,560004,559204,559704
482,12,-,549373,551976,2604,YLR203C,,502615,502615,502915,502115,502615
171,12,+,552243,552767,525,YLR204W,,539152,539152,539452,538652,539152
483,12,-,552467,553736,1270,YLR205C,,743557,743557,743857,743057,743557
172,12,+,554103,556534,2432,YLR206W,,502701,502701,503001,502201,502701
173,12,+,556789,560797,4009,YLR207W,,544607,544607,544907,544107,544607
485,12,-,560592,561705,1114,YLR209C,,514176,514176,514476,513676,514176
174,12,+,561967,563534,1568,YLR210W,,548504,548504,548804,548004,548504
486,12,-,563410,564446,1037,YLR211C,,517737,517737,518037,517237,517737
487,12,-,564661,566258,1598,YLR212C,,391176,391176,391476,390676,391176
488,12,-,566435,568360,1926,YLR213C,,520097,520097,520397,519597,520097
176,12,+,568271,571217,2947,YLR214W,,511654,511654,511954,511154,511654
490,12,-,570618,573738,3121,YLR218C,,408417,408417,408717,407917,408417
177,12,+,573678,577947,4270,YLR219W,,554625,554625,554925,554125,554625
491,12,-,578036,581733,3698,YLR222C,,529331,529331,529631,528831,529331
492,12,-,581983,585776,3794,YLR223C,,534681,534681,534981,534181,534681
179,12,+,586198,587682,1485,YLR224W,,558238,558238,558538,557738,558238
